has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
'',11.0,'female',24.0,27.0,3.0,'[2-3]','European/Caucasian-American','European/Caucasian-American','1',5.0,6.0,'[2-5]','[6-10]','Art Education',20.0,20.0,15.0,25.0,10.0,10.0,'[16-20]','[16-20]','[0-15]','[21-100]','[0-15]','[0-15]',4.0,5.0,6.0,5.0,6.0,5.0,'[0-5]','[0-5]','[6-8]','[0-5]','[6-8]','[0-5]',22.0,14.0,30.0,10.0,14.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,9.0,7.0,9.0,10.0,'[6-8]','[9-10]','[6-8]','[9-10]','[9-10]',4.0,5.0,6.0,6.0,7.0,5.0,'[0-5]','[0-5]','[6-8]','[6-8]','[6-8]','[0-5]',7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,'[6-8]','[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[9-10]','[9-10]','[0-5]','[9-10]',0.59,'[0.33-1]',3.0,,0.0,'[0-4]','[0-3]','[0-2]',4.0,2.0,'[0-5]','[0-4]',0.0,'0','0','0'
'',11.0,'female',24.0,28.0,4.0,'[4-6]','European/Caucasian-American','Asian/Pacific Islander/Asian-American','0',5.0,6.0,'[2-5]','[6-10]','Art Education',20.0,30.0,10.0,20.0,0.0,20.0,'[16-20]','[21-100]','[0-15]','[16-20]','[0-15]','[16-20]',7.0,8.0,6.0,6.0,6.0,5.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',22.0,14.0,30.0,10.0,14.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,9.0,7.0,9.0,10.0,'[6-8]','[9-10]','[6-8]','[9-10]','[9-10]',5.0,7.0,7.0,9.0,9.0,3.0,'[0-5]','[6-8]','[6-8]','[9-10]','[9-10]','[0-5]',7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,'[6-8]','[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[9-10]','[9-10]','[0-5]','[9-10]',0.42,'[0.33-1]',3.0,,0.0,'[0-4]','[0-3]','[0-2]',5.0,3.0,'[0-5]','[0-4]',0.0,'0','1','0'
'',11.0,'female',24.0,34.0,10.0,'[7-37]','European/Caucasian-American','European/Caucasian-American','1',5.0,6.0,'[2-5]','[6-10]','Art Education',30.0,10.0,30.0,10.0,5.0,15.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',6.0,7.0,7.0,7.0,6.0,6.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',22.0,14.0,30.0,10.0,14.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,9.0,7.0,9.0,10.0,'[6-8]','[9-10]','[6-8]','[9-10]','[9-10]',7.0,8.0,8.0,7.0,7.0,6.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,'[6-8]','[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[9-10]','[9-10]','[0-5]','[9-10]',0.74,'[0.33-1]',3.0,,0.0,'[0-4]','[0-3]','[0-2]',6.0,3.0,'[6-8]','[0-4]',0.0,'0','1','0'
'',11.0,'female',24.0,27.0,3.0,'[2-3]','European/Caucasian-American','Asian/Pacific Islander/Asian-American','0',5.0,6.0,'[2-5]','[6-10]','Art Education',20.0,20.0,15.0,15.0,12.0,18.0,'[16-20]','[16-20]','[0-15]','[0-15]','[0-15]','[16-20]',6.0,7.0,6.0,6.0,6.0,6.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',22.0,14.0,30.0,10.0,14.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,9.0,7.0,9.0,10.0,'[6-8]','[9-10]','[6-8]','[9-10]','[9-10]',5.0,7.0,9.0,8.0,10.0,2.0,'[0-5]','[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,'[6-8]','[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[9-10]','[9-10]','[0-5]','[9-10]',0.3,'[0-0.33]',3.0,,0.0,'[0-4]','[0-3]','[0-2]',5.0,0.0,'[0-5]','[0-4]',0.0,'0','1','0'
'',11.0,'female',24.0,28.0,4.0,'[4-6]','European/Caucasian-American','Black/African American','0',5.0,6.0,'[2-5]','[6-10]','Art Education',20.0,18.0,20.0,17.0,10.0,15.0,'[16-20]','[16-20]','[16-20]','[16-20]','[0-15]','[0-15]',9.0,10.0,7.0,7.0,10.0,5.0,'[9-10]','[9-10]','[6-8]','[6-8]','[9-10]','[0-5]',22.0,14.0,30.0,10.0,14.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,9.0,7.0,9.0,10.0,'[6-8]','[9-10]','[6-8]','[9-10]','[9-10]',7.0,7.0,7.0,7.0,6.0,6.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,'[6-8]','[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[9-10]','[9-10]','[0-5]','[9-10]',0.42,'[0.33-1]',3.0,,0.0,'[0-4]','[0-3]','[0-2]',7.0,5.0,'[6-8]','[5-6]',0.0,'0','1','0'
'',11.0,'female',24.0,28.0,4.0,'[4-6]','European/Caucasian-American','Latino/Hispanic American','0',5.0,6.0,'[2-5]','[6-10]','Art Education',23.0,18.0,21.0,18.0,10.0,10.0,'[21-100]','[16-20]','[21-100]','[16-20]','[0-15]','[0-15]',7.0,7.0,6.0,6.0,5.0,5.0,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',22.0,14.0,30.0,10.0,14.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,9.0,7.0,9.0,10.0,'[6-8]','[9-10]','[6-8]','[9-10]','[9-10]',3.0,5.0,5.0,5.0,5.0,6.0,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[6-8]',7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,'[6-8]','[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[9-10]','[9-10]','[0-5]','[9-10]',0.26,'[0-0.33]',3.0,,0.0,'[0-4]','[0-3]','[0-2]',5.0,3.0,'[0-5]','[0-4]',0.0,'0','0','0'
'',11.0,'female',25.0,29.0,4.0,'[4-6]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',30.0,25.0,18.0,18.0,4.0,5.0,'[21-100]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',8.0,7.0,8.0,8.0,8.0,6.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',5.0,3.0,9.0,4.0,4.0,3.0,'[0-5]','[0-5]','[9-10]','[0-5]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.18,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',3.0,1.0,'[0-5]','[0-4]',0.0,'0','0','0'
'',11.0,'female',25.0,24.0,1.0,'[0-1]','Other','Latino/Hispanic American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',30.0,10.0,20.0,20.0,10.0,10.0,'[21-100]','[0-15]','[16-20]','[16-20]','[0-15]','[0-15]',7.0,6.0,5.0,6.0,7.0,6.0,'[6-8]','[6-8]','[0-5]','[6-8]','[6-8]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',8.0,6.0,5.0,2.0,5.0,,'[6-8]','[6-8]','[0-5]','[0-5]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.1,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',5.0,6.0,'[0-5]','[5-6]',0.0,'0','0','0'
'',11.0,'female',25.0,21.0,4.0,'[4-6]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',25.0,10.0,25.0,5.0,10.0,25.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[21-100]',7.0,6.0,6.0,5.0,6.0,7.0,'[6-8]','[6-8]','[6-8]','[0-5]','[6-8]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',6.0,8.0,7.0,5.0,4.0,2.0,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.36,'[0.33-1]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',5.0,6.0,'[0-5]','[5-6]',0.0,'0','1','0'
'',11.0,'female',25.0,26.0,1.0,'[0-1]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',24.0,16.0,28.0,14.0,8.0,10.0,'[21-100]','[16-20]','[21-100]','[0-15]','[0-15]','[0-15]',6.0,10.0,9.0,8.0,8.0,5.0,'[6-8]','[9-10]','[9-10]','[6-8]','[6-8]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',7.0,10.0,10.0,6.0,3.0,9.0,'[6-8]','[9-10]','[9-10]','[6-8]','[0-5]','[9-10]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.1,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',8.0,8.0,'[6-8]','[7-10]',0.0,'1','1','1'
'',11.0,'female',25.0,25.0,0.0,'[0-1]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',60.0,20.0,0.0,20.0,0.0,0.0,'[21-100]','[16-20]','[0-15]','[16-20]','[0-15]','[0-15]',8.0,7.0,8.0,8.0,,,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',8.0,9.0,10.0,5.0,4.0,9.0,'[6-8]','[9-10]','[9-10]','[0-5]','[0-5]','[9-10]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.58,'[0.33-1]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',7.0,6.0,'[6-8]','[5-6]',0.0,'1','1','1'
'',11.0,'female',25.0,32.0,7.0,'[7-37]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',25.0,15.0,20.0,25.0,10.0,5.0,'[21-100]','[0-15]','[16-20]','[21-100]','[0-15]','[0-15]',5.0,7.0,7.0,7.0,7.0,,'[0-5]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',4.0,6.0,6.0,5.0,9.0,,'[0-5]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.12,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',4.0,5.0,'[0-5]','[5-6]',0.0,'0','0','0'
'',11.0,'female',25.0,25.0,0.0,'[0-1]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',27.0,15.0,28.0,10.0,10.0,10.0,'[21-100]','[0-15]','[21-100]','[0-15]','[0-15]','[0-15]',7.0,6.0,8.0,7.0,5.0,4.0,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',5.0,6.0,10.0,8.0,7.0,7.0,'[0-5]','[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.35,'[0.33-1]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',7.0,4.0,'[6-8]','[0-4]',0.0,'1','0','0'
'',11.0,'female',25.0,25.0,0.0,'[0-1]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',25.0,20.0,30.0,15.0,5.0,5.0,'[21-100]','[16-20]','[21-100]','[0-15]','[0-15]','[0-15]',8.0,8.0,8.0,9.0,6.0,6.0,'[6-8]','[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',5.0,9.0,8.0,7.0,,8.0,'[0-5]','[9-10]','[6-8]','[6-8]','[0-5]','[6-8]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.42,'[0.33-1]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',7.0,5.0,'[6-8]','[5-6]',0.0,'1','1','1'
'',11.0,'female',25.0,27.0,2.0,'[2-3]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',20.0,20.0,20.0,15.0,5.0,20.0,'[16-20]','[16-20]','[16-20]','[0-15]','[0-15]','[16-20]',5.0,7.0,6.0,6.0,7.0,4.0,'[0-5]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',5.0,6.0,10.0,2.0,3.0,3.0,'[0-5]','[6-8]','[9-10]','[0-5]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.38,'[0.33-1]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',4.0,3.0,'[0-5]','[0-4]',0.0,'0','1','0'
'',11.0,'female',25.0,23.0,2.0,'[2-3]','Other','Black/African American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',25.0,15.0,20.0,20.0,10.0,10.0,'[21-100]','[0-15]','[16-20]','[16-20]','[0-15]','[0-15]',8.0,8.0,8.0,8.0,8.0,7.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',7.0,9.0,9.0,8.0,6.0,,'[6-8]','[9-10]','[9-10]','[6-8]','[6-8]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.1,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',7.0,5.0,'[6-8]','[5-6]',0.0,'1','1','1'
'',11.0,'female',25.0,27.0,2.0,'[2-3]','Other','Asian/Pacific Islander/Asian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',50.0,10.0,10.0,10.0,10.0,10.0,'[21-100]','[0-15]','[0-15]','[0-15]','[0-15]','[0-15]',10.0,9.0,9.0,9.0,9.0,6.0,'[9-10]','[9-10]','[9-10]','[9-10]','[9-10]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',9.0,10.0,8.0,6.0,7.0,7.0,'[9-10]','[9-10]','[6-8]','[6-8]','[6-8]','[6-8]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.58,'[0.33-1]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',7.0,7.0,'[6-8]','[7-10]',0.0,'1','1','1'
'',11.0,'female',25.0,27.0,2.0,'[2-3]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',25.0,20.0,25.0,20.0,10.0,0.0,'[21-100]','[16-20]','[21-100]','[16-20]','[0-15]','[0-15]',7.0,7.0,7.0,9.0,,,'[6-8]','[6-8]','[6-8]','[9-10]','[0-5]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',6.0,10.0,9.0,9.0,4.0,5.0,'[6-8]','[9-10]','[9-10]','[9-10]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.26,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',6.0,5.0,'[6-8]','[5-6]',0.0,'1','1','1'
'',11.0,'female',25.0,24.0,1.0,'[0-1]','Other','Other','1',1.0,10.0,'[0-1]','[6-10]','MA Science Education',20.0,20.0,25.0,25.0,5.0,5.0,'[16-20]','[16-20]','[21-100]','[21-100]','[0-15]','[0-15]',7.0,7.0,7.0,7.0,7.0,7.0,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',4.0,10.0,10.0,3.0,3.0,2.0,'[0-5]','[9-10]','[9-10]','[0-5]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',-0.17,'[-1-0]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',5.0,5.0,'[0-5]','[5-6]',0.0,'0','1','0'
'',11.0,'female',25.0,22.0,3.0,'[2-3]','Other','European/Caucasian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',10.0,15.0,25.0,15.0,15.0,20.0,'[0-15]','[0-15]','[21-100]','[0-15]','[0-15]','[16-20]',8.0,,8.0,,,8.0,'[6-8]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',5.0,4.0,8.0,2.0,3.0,3.0,'[0-5]','[0-5]','[6-8]','[0-5]','[0-5]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.2,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',4.0,6.0,'[0-5]','[5-6]',0.0,'0','1','0'
'',11.0,'female',25.0,22.0,3.0,'[2-3]','Other','Asian/Pacific Islander/Asian-American','0',1.0,10.0,'[0-1]','[6-10]','MA Science Education',35.0,40.0,5.0,5.0,7.0,8.0,'[21-100]','[21-100]','[0-15]','[0-15]','[0-15]','[0-15]',8.0,6.0,5.0,4.0,4.0,4.0,'[6-8]','[6-8]','[0-5]','[0-5]','[0-5]','[0-5]',7.0,35.0,20.0,20.0,5.0,13.0,'[0-15]','[21-100]','[16-20]','[16-20]','[0-15]','[0-15]',6.0,10.0,8.0,9.0,5.0,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',4.0,3.0,7.0,3.0,6.0,,'[0-5]','[0-5]','[6-8]','[0-5]','[6-8]','[0-5]',9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]','[0-5]','[9-10]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',0.13,'[0-0.33]',6.0,,5.0,'[5-6]','[0-3]','[3-5]',5.0,4.0,'[0-5]','[0-4]',0.0,'0','1','0'
